Gene ID	UniProt/TrEMBL Accession
ENSG00000140563	F5H415
ENSG00000186847	
ENSG00000150540	
ENSG00000183476	B8ZZB5
ENSG00000185359	I3L2H4
ENSG00000151229	
ENSG00000112619	
ENSG00000143384	
ENSG00000125967	U3KQJ7
ENSG00000247746	
ENSG00000183476	
ENSG00000247746	A0A1B0GVA6
ENSG00000163406	
ENSG00000151229	E9PE47
ENSG00000125967	U3KPZ3
ENSG00000144035	
ENSG00000143384	A0A087WT64
ENSG00000111725	A0A024RBN1
ENSG00000140563	
ENSG00000135905	
ENSG00000150540	
ENSG00000145864	
ENSG00000135905	
ENSG00000071655	
ENSG00000262068	
ENSG00000165194	
ENSG00000163406	
ENSG00000125967	U3KQF5
ENSG00000111725	A0A024RBN1
ENSG00000135905	H0YFC5
ENSG00000163406	C9IZ38
ENSG00000125967	U3KQ06
ENSG00000102606	B1ALK7
ENSG00000111725	F5H4Y8
ENSG00000139132	B7Z493
ENSG00000083844	
ENSG00000071655	A0A0A0MTS6
ENSG00000125967	X6RCW6
ENSG00000131016	
ENSG00000150540	
ENSG00000125967	U3KQM7
ENSG00000141682	A0A0S2Z490
ENSG00000102606	A0A024RDY9
ENSG00000100865	A0A024R6M9
ENSG00000135905	H7C0I3
ENSG00000083844	M0QXF3
ENSG00000131016	
ENSG00000134108	A0A024R2D4
ENSG00000071655	K7EIE8
ENSG00000188991	
ENSG00000100865	H0YN33
ENSG00000167554	
ENSG00000102606	C9JDI6
ENSG00000111725	F5H2X8
ENSG00000125967	U3KQC6
ENSG00000150540	
ENSG00000083844	M0QZT5
ENSG00000111725	F5H610
ENSG00000141682	A0A0S2Z4V2
ENSG00000167554	
ENSG00000083844	M0QZJ4
ENSG00000102606	A0A024RDY9
ENSG00000168634	
ENSG00000150540	
ENSG00000145864	
ENSG00000083844	M0R146
ENSG00000131016	
ENSG00000167554	
ENSG00000100865	A0A024R6M9
ENSG00000131016	
ENSG00000071655	
ENSG00000102606	E7ENL8
ENSG00000167554	M0QYM6
ENSG00000100865	
ENSG00000180708	A0A126GV65
ENSG00000167554	
ENSG00000141696	
ENSG00000083844	
ENSG00000139132	E9PQT1
ENSG00000100865	
ENSG00000172208	A0A126GVL5
ENSG00000125967	U3KQR6
ENSG00000111725	F5H4Y8
ENSG00000257017	A0A0C4DGL8
ENSG00000165194	
ENSG00000145864	E7EV50
ENSG00000134108	F8WAW5
ENSG00000257017	J3KSV1
ENSG00000167554	
ENSG00000100865	H0YKY0
ENSG00000167554	
ENSG00000145864	
ENSG00000141696	H0YED7
ENSG00000165194	
ENSG00000102606	
ENSG00000131653	
ENSG00000141696	K7ERA3
ENSG00000165194	
ENSG00000165194	A0A1B0GVC8
ENSG00000166257	A0A024R3H7
ENSG00000076555	F8W8T8
ENSG00000277853	A0A140TA27
ENSG00000145864	B7Z279
ENSG00000102606	E9PDQ5
ENSG00000172346	
ENSG00000197756	
ENSG00000071655	A0A087WVG6
ENSG00000141696	K7EJ03
ENSG00000135919	A0A024R498
ENSG00000169612	
ENSG00000102606	F6SJA5
ENSG00000172346	H7C4E7
ENSG00000229061	
ENSG00000130703	
ENSG00000276042	A0A0G2JPI0
ENSG00000257017	J3KRH2
ENSG00000172458	A0A087WW17
ENSG00000134108	F2Z344
ENSG00000145864	
ENSG00000257017	J3QR68
ENSG00000141696	
ENSG00000103197	H3BQK4
ENSG00000135919	A0A024R451
ENSG00000135905	F8WE73
ENSG00000257017	J3QLC9
ENSG00000134108	
ENSG00000131653	A0A087WUB0
ENSG00000135905	F8WB48
ENSG00000136754	
ENSG00000136754	
ENSG00000145864	
ENSG00000130703	
ENSG00000160336	A0A087WXU7
ENSG00000134108	A0A024R2D4
ENSG00000071655	A0A087X1H1
ENSG00000102606	
ENSG00000160336	A0A087WXT7
ENSG00000123171	
ENSG00000102606	
ENSG00000135919	A0A024R498
ENSG00000071655	A0A087WT34
ENSG00000160336	Q6IQ01
ENSG00000071655	A0A087WZ12
ENSG00000243811	B2CML4
ENSG00000130703	H0Y7X4
ENSG00000160336	A0A087WYY7
ENSG00000131653	H3BUP4
ENSG00000183542	
ENSG00000160336	A0A087WXT7
ENSG00000131653	H3BR17
ENSG00000197756	Q6P4E4
ENSG00000172458	
ENSG00000243811	A0A087WX48
ENSG00000197756	E9PEL3
ENSG00000172458	A0A087WWZ4
ENSG00000135919	
ENSG00000136754	
ENSG00000243811	Q6ICH2
ENSG00000077463	M0R0B2
ENSG00000243811	B2CML4
ENSG00000136754	A0A0A0MRT6
ENSG00000136754	
ENSG00000131584	
ENSG00000166257	A0A024R3H7
ENSG00000257017	
ENSG00000136754	
ENSG00000164687	E7DVW5
ENSG00000166257	E9PJP6
ENSG00000135919	C9JN98
ENSG00000197756	G5E9R3
ENSG00000164687	I6L8B7
ENSG00000166257	E9PQS8
ENSG00000140563	
ENSG00000166257	A0A024R3H7
ENSG00000164627	H0Y718
ENSG00000135919	C9K031
ENSG00000159899	
ENSG00000197756	C9J4Z3
ENSG00000135919	C9JRK5
ENSG00000189280	
ENSG00000130940	
ENSG00000197756	M0R2L6
ENSG00000197756	M0R0A1
ENSG00000197756	M0R0A1
ENSG00000130940	K7EQC6
ENSG00000149328	A0A024R3N9
ENSG00000164627	
ENSG00000105255	
ENSG00000140563	
ENSG00000164627	Q2MDE8
ENSG00000164627	
ENSG00000130940	
ENSG00000164627	Q5JRK0
ENSG00000130703	E7ET92
ENSG00000140563	
ENSG00000257017	A0A087WU08
ENSG00000159899	H7C1A1
ENSG00000179826	
ENSG00000186951	Q86SF0
ENSG00000100038	A0A024R1C2
ENSG00000130363	A0A0C4DFU3
ENSG00000100038	H0Y6W0
ENSG00000159899	H7C056
ENSG00000229061	
ENSG00000136754	
ENSG00000179826	E9PPY5
ENSG00000159899	H7C1X0
ENSG00000186951	B0QYX2
ENSG00000130363	A0A0C4DG29
ENSG00000215262	E5RGP7
ENSG00000257017	A0A087WU08
ENSG00000275599	K7RE56
ENSG00000257017	H3BS21
ENSG00000179826	
ENSG00000166888	
ENSG00000241399	
ENSG00000130363	
ENSG00000143536	
ENSG00000222028	
ENSG00000236649	A0A0G2JK02
ENSG00000257017	H0Y300
ENSG00000139132	E9PNX0
ENSG00000186951	B0QYX1
ENSG00000241399	
ENSG00000241399	A0A087WT00
ENSG00000229061	
ENSG00000139132	F8VVF1
ENSG00000229061	
ENSG00000111615	
ENSG00000085788	
ENSG00000257017	J3QQI8
ENSG00000146535	
ENSG00000160948	
ENSG00000122557	A0A024RA77
ENSG00000173715	
ENSG00000100038	F2Z2A5
ENSG00000111615	
ENSG00000085788	E9PPH8
ENSG00000170049	
ENSG00000072415	
ENSG00000229061	
ENSG00000122557	A0A024RA77
ENSG00000130477	
ENSG00000173715	E9PKM2
ENSG00000124091	
ENSG00000175711	I3L232
ENSG00000229061	
ENSG00000130477	F8W059
ENSG00000071889	
ENSG00000257017	
ENSG00000124091	A0A087WZE6
ENSG00000139132	
ENSG00000122557	C9JDD7
ENSG00000072415	G3V2B0
ENSG00000130477	F8W0P6
ENSG00000100038	A0A024R1C2
ENSG00000130477	F8VZH8
ENSG00000085788	E9PPN2
ENSG00000122557	C9J4Q7
ENSG00000072415	
ENSG00000105255	M0R366
ENSG00000130876	
ENSG00000122557	C9JV48
ENSG00000146535	
ENSG00000149328	A0A024R3N9
ENSG00000105255	M0R1R0
ENSG00000100038	F2Z2A5
ENSG00000139132	E9PNX0
ENSG00000085788	E9PM60
ENSG00000122557	S4R420
ENSG00000072415	G3V2H1
ENSG00000257017	
ENSG00000071889	
ENSG00000173715	B4DXL1
ENSG00000100038	H7C4B0
ENSG00000173715	E9PNG9
ENSG00000115561	
ENSG00000072415	
ENSG00000085788	E9PP45
ENSG00000139132	F8W1R0
ENSG00000105255	M0R2F6
ENSG00000185359	A0A0S2Z4R4
ENSG00000146535	E9PC54
ENSG00000085788	E9PKE6
ENSG00000173715	H0YE21
ENSG00000170049	I3L0P1
ENSG00000071889	
ENSG00000139132	J3KSS3
ENSG00000100038	C9JEI7
ENSG00000115561	
ENSG00000090339	
ENSG00000173715	A0A140TA08
ENSG00000262755	
ENSG00000160948	Q548N1
ENSG00000164627	F6VGH2
ENSG00000090339	E7ESS4
ENSG00000130876	K7EK24
ENSG00000170049	I3L4I8
ENSG00000139132	E9PJX4
ENSG00000085788	
ENSG00000255072	
ENSG00000100038	C9JT00
ENSG00000128011	
ENSG00000090339	K7EKL8
ENSG00000146535	C9J2Y7
ENSG00000139132	H0YDQ0
ENSG00000130876	K7ENB6
ENSG00000130876	K7ENB6
ENSG00000100038	C9JKE2
ENSG00000115561	
ENSG00000134028	
ENSG00000085788	E9PIF5
ENSG00000105255	M0QY68
ENSG00000186951	F1D8S4
ENSG00000166888	
ENSG00000160948	E9PLM9
ENSG00000085788	H0YF30
ENSG00000203785	
ENSG00000204571	
ENSG00000235233	
ENSG00000166405	A0A0S2Z6D3
ENSG00000203785	
ENSG00000173715	E9PJS1
ENSG00000134028	
ENSG00000170915	D6RCM7
ENSG00000173715	H0YDL3
ENSG00000235233	A0A140T9M1
ENSG00000100038	C9J9X4
ENSG00000173715	H0YD22
ENSG00000186951	F1D8S4
ENSG00000100038	C9JEQ1
ENSG00000204571	A0A087WXQ9
ENSG00000236609	
ENSG00000100038	C9JHR0
ENSG00000170915	
ENSG00000187017	A0A1B0GUN9
ENSG00000204571	A0A087WTS7
ENSG00000235233	A0A140T986
ENSG00000174606	
ENSG00000100038	C9JTQ7
ENSG00000166888	
ENSG00000235233	A0A140T9B8
ENSG00000170915	
ENSG00000160948	E9PLM9
ENSG00000100038	C9JF56
ENSG00000173715	H0YD55
ENSG00000215262	
ENSG00000186951	F1D8S4
ENSG00000166888	
ENSG00000173715	A0A0A0MRH1
ENSG00000134028	E5RK05
ENSG00000174606	
ENSG00000185359	I3L1P5
ENSG00000215262	E5RHP1
ENSG00000185359	I3L165
ENSG00000142687	
ENSG00000085788	
ENSG00000111581	
ENSG00000145337	
ENSG00000085788	E9PK57
ENSG00000231350	A0A0G2JHX4
ENSG00000142687	C9J519
ENSG00000215262	E5RJA6
ENSG00000142687	E7EN73
ENSG00000177479	C9JBC5
ENSG00000136754	B6VEX4
ENSG00000282939	A0A1B0GXF2
ENSG00000168264	
ENSG00000136754	
ENSG00000143469	
ENSG00000215262	E5RK72
ENSG00000136754	B6VEX3
ENSG00000136754	
ENSG00000008128	Q5QPR4
ENSG00000276042	A0A0G2JQ20
ENSG00000085788	H0YF17
ENSG00000237825	A0A024RCS9
ENSG00000166888	
ENSG00000168264	
ENSG00000143469	A0A1B0GTZ1
ENSG00000126467	
ENSG00000185359	I3L1E3
ENSG00000085788	H0YE64
ENSG00000187017	
ENSG00000112624	
ENSG00000160948	E9PM90
ENSG00000143469	A0A1B0GTF1
ENSG00000126467	C9K0I0
ENSG00000064726	A0A024R224
ENSG00000143469	
ENSG00000112624	
ENSG00000184492	
ENSG00000276042	A0A0G2JM38
ENSG00000112357	Q5TDQ5
ENSG00000138029	C9JEY0
ENSG00000187017	Q5JYL1
ENSG00000206105	
ENSG00000166888	
ENSG00000185359	I3L326
ENSG00000112624	
ENSG00000196890	
ENSG00000131584	F8W850
ENSG00000185339	
ENSG00000237825	A2AB89
ENSG00000148908	
ENSG00000185359	I3L1F1
ENSG00000203623	
ENSG00000185359	I3L346
ENSG00000175711	I3L4B6
ENSG00000160948	E9PQR7
ENSG00000185339	F8WE86
ENSG00000187017	A0A0J9YW00
ENSG00000148908	
ENSG00000064726	
ENSG00000142687	B1AN15
ENSG00000185869	
ENSG00000180934	A0A126GVB5
ENSG00000174606	
ENSG00000185339	B5MBX2
ENSG00000143469	
ENSG00000142687	H0Y4S8
ENSG00000276042	A0A0G2JP84
ENSG00000131584	
ENSG00000185339	
ENSG00000064726	H0YL89
ENSG00000187017	
ENSG00000148908	
ENSG00000070731	A0A024R8M1
ENSG00000143469	
ENSG00000187017	A0A0J9YY76
ENSG00000142687	B4DYG9
ENSG00000143469	A0A0A0MTK4
ENSG00000142687	B4DYG9
ENSG00000070731	K7EIW2
ENSG00000187017	K7EMB7
ENSG00000160948	E9PR04
ENSG00000070731	K7EMM1
ENSG00000187017	A0A0J9YWQ8
ENSG00000276042	A0A0G2JP25
ENSG00000258429	A0A024R6Y3
ENSG00000142687	F8WAW2
ENSG00000174957	A0A126GVP0
ENSG00000182053	
ENSG00000276042	A0A0G2JPX5
ENSG00000143469	
ENSG00000255804	
ENSG00000187017	A0A1B0GUS9
ENSG00000142687	C9JVB2
ENSG00000187017	H0Y7L4
ENSG00000142687	C9JQ56
ENSG00000070731	K7EKT8
ENSG00000185869	
ENSG00000166405	A0A0S2Z607
ENSG00000182053	
ENSG00000260428	
ENSG00000198390	
ENSG00000160948	
ENSG00000176909	
ENSG00000071889	Q9BU27
ENSG00000185527	I3L446
ENSG00000160948	Q548N1
ENSG00000071889	Q9BU27
ENSG00000187017	A0A0A0MSQ4
ENSG00000111262	
ENSG00000143452	
ENSG00000070731	K7EMI2
ENSG00000125652	
ENSG00000166405	
ENSG00000196072	
ENSG00000166405	E9PNI0
ENSG00000111581	G3V1T4
ENSG00000229300	A0A024RCN7
ENSG00000185527	A0A0C4DGN0
ENSG00000176909	
ENSG00000071889	Q5HY75
ENSG00000229300	A0A024RCN7
ENSG00000176909	
ENSG00000125652	M0QZH2
ENSG00000118873	
ENSG00000185527	
ENSG00000125652	M0QZI0
ENSG00000166888	Q5FBW6
ENSG00000176909	M0QY28
ENSG00000111581	
ENSG00000185527	
ENSG00000160117	B4E124
ENSG00000166888	H0YIY2
ENSG00000176909	M0QXF1
ENSG00000132781	
ENSG00000111581	F5GY77
ENSG00000071889	
ENSG00000067177	
ENSG00000185527	
ENSG00000197837	B2R4R0
ENSG00000175711	A0A024R8X6
ENSG00000218336	D6RGC5
ENSG00000234224	
ENSG00000229300	A0A024RCN7
ENSG00000067177	A6NIT2
ENSG00000071889	Q9BU27
ENSG00000166888	G3V2X7
ENSG00000067177	A6NMN0
ENSG00000229300	A0A024RCN7
ENSG00000166888	H0YJH6
ENSG00000132781	
ENSG00000229300	A0A024RCN7
ENSG00000111581	H0YG15
ENSG00000132781	
ENSG00000071889	F8WD39
ENSG00000165506	
ENSG00000196072	F1T0F0
ENSG00000071889	A6QRH7
ENSG00000071889	F8WEM7
ENSG00000165506	
ENSG00000229300	A0A024RCN7
ENSG00000196072	J3QRU7
ENSG00000229300	A0A024RCN7
ENSG00000118873	H7C4Y9
ENSG00000229300	A0A024RCN7
ENSG00000168404	
ENSG00000071889	F8WEW8
ENSG00000153563	
ENSG00000118873	F8WDJ2
ENSG00000166888	G3V5K5
ENSG00000071889	F8WB47
ENSG00000197837	B2R4R0
ENSG00000111581	
ENSG00000166888	G3V5I8
ENSG00000067177	
ENSG00000136783	
ENSG00000071889	Q9BU27
ENSG00000229300	A0A024RCN7
ENSG00000067177	
ENSG00000166888	G3V370
ENSG00000083799	H3BTB8
ENSG00000071889	A6QRH8
ENSG00000124203	
ENSG00000166888	G3V568
ENSG00000132781	E5KP28
ENSG00000175711	I3L1A1
ENSG00000166888	Q5FBW6
ENSG00000154473	
ENSG00000071889	F8WCK6
ENSG00000166405	E9PKX8
ENSG00000196072	A0A087X1N6
ENSG00000166888	G3V2H4
ENSG00000270647	
ENSG00000154473	J3QSX4
ENSG00000166405	
ENSG00000218336	A0A140VJW8
ENSG00000124203	
ENSG00000218336	H0YAF0
ENSG00000166405	E9PK46
ENSG00000166888	G3V3E9
ENSG00000196072	
ENSG00000154473	A0A140VJF3
ENSG00000240771	
ENSG00000274905	A0A140VJX7
ENSG00000071889	
ENSG00000229300	A0A024RCN7
ENSG00000112357	Q6FGN1
ENSG00000166888	G3V2M3
ENSG00000240771	
ENSG00000213648	Q1ET61
ENSG00000143452	
ENSG00000154473	J3QT28
ENSG00000166405	
ENSG00000163312	E3W982
ENSG00000144843	
ENSG00000112357	
ENSG00000166888	G3V2L2
ENSG00000144843	C9JZW7
ENSG00000176787	
ENSG00000213648	H3BNY7
ENSG00000270647	A0A075B7F2
ENSG00000071889	D3DWX8
ENSG00000213648	A0A0A6YYL2
ENSG00000008128	Q5QPR4
ENSG00000153563	
ENSG00000144843	
ENSG00000213648	H3BRT0
ENSG00000143452	A0A140VKG9
ENSG00000273171	H0YJW9
ENSG00000153563	
ENSG00000236649	
ENSG00000144843	
ENSG00000115419	
ENSG00000044446	
ENSG00000153563	B8ZZZ4
ENSG00000160117	
ENSG00000168404	
ENSG00000077463	M0QXA0
ENSG00000144843	
ENSG00000169877	Q549J4
ENSG00000168404	I3L2U3
ENSG00000118193	
ENSG00000169877	H3BSK6
ENSG00000168404	I3L4A6
ENSG00000143452	X6R751
ENSG00000118193	
ENSG00000173991	A2TDC0
ENSG00000115419	
ENSG00000143452	X6RG95
ENSG00000168404	I3L2T9
ENSG00000008128	E7ESP2
ENSG00000173991	J3KT40
ENSG00000168404	I3L4Z5
ENSG00000107105	A0A0A0MRX1
ENSG00000236649	A0A024RCQ8
ENSG00000160117	M0QX15
ENSG00000119915	
ENSG00000175161	G3XHN4
ENSG00000198498	H0Y9X1
ENSG00000184923	
ENSG00000175471	
ENSG00000103342	
ENSG00000184923	
ENSG00000125457	A0A0S2Z5K9
ENSG00000160117	J3KPY6
ENSG00000168010	
ENSG00000115419	H7BZD1
ENSG00000206302	Q5Y7D3
ENSG00000198498	
ENSG00000103342	
ENSG00000139351	A0A024RBF8
ENSG00000177479	C9JZ71
ENSG00000175471	
ENSG00000236649	
ENSG00000103342	H3BR35
ENSG00000125457	A0A0S2Z5T5
ENSG00000168010	F5GWZ9
ENSG00000206302	A0A140T8Z1
ENSG00000236649	A0A024RCQ8
ENSG00000240771	A0A024RBA8
ENSG00000103342	
ENSG00000115419	B8ZZA8
ENSG00000175161	
ENSG00000175471	
ENSG00000160117	M0R002
ENSG00000115419	C9JIJ6
ENSG00000236649	A0A024RCQ8
ENSG00000198498	D6RE67
ENSG00000124935	
ENSG00000155363	
ENSG00000139351	A0A024RBF8
ENSG00000236649	A0A0G2JID8
ENSG00000107105	
ENSG00000175471	
ENSG00000270647	A0A075B7D6
ENSG00000155363	
ENSG00000115419	B7Z509
ENSG00000008128	
ENSG00000175471	D6RA42
ENSG00000178538	
ENSG00000115419	B8ZZC5
ENSG00000008128	J3KS35
ENSG00000125457	A0A0S2Z5S7
ENSG00000275123	
ENSG00000115419	H7C201
ENSG00000175471	E5RJR1
ENSG00000008128	Q5QPR3
ENSG00000206531	
ENSG00000107105	
ENSG00000236649	
ENSG00000125457	A0A0S2Z5S7
ENSG00000182150	
ENSG00000008128	
ENSG00000103342	
ENSG00000255330	
ENSG00000236649	A0A0G2JHB6
ENSG00000115163	
ENSG00000107105	C9JB16
ENSG00000125457	J3KSB8
ENSG00000008128	
ENSG00000175471	
ENSG00000107105	B1AM48
ENSG00000236649	A0A0G2JI52
ENSG00000175161	
ENSG00000163312	
ENSG00000274749	
ENSG00000139351	A0A024RBF8
ENSG00000255330	H3BRB8
ENSG00000175471	H0YA70
ENSG00000104763	A0A1B0GU70
ENSG00000125457	J3QLJ5
ENSG00000206531	
ENSG00000131435	
ENSG00000103342	H3BSV8
ENSG00000198498	D6RC31
ENSG00000115163	
ENSG00000175471	H0Y9Y6
ENSG00000125457	J3QLN4
ENSG00000270647	A0A075B7E4
ENSG00000163312	E3W980
ENSG00000175471	H0Y9S8
ENSG00000198498	D6RA57
ENSG00000255330	H3BSE6
ENSG00000206531	F8WDF0
ENSG00000115163	F8WD88
ENSG00000107105	
ENSG00000175471	H0Y8M9
ENSG00000125457	J3QRZ6
ENSG00000270647	A0A075B7D9
ENSG00000103342	H3BMT9
ENSG00000236649	A0A0G2JLK9
ENSG00000107105	
ENSG00000206531	A0A0A0MT53
ENSG00000125457	J3QKW3
ENSG00000236649	A0A024RCQ8
ENSG00000270647	
ENSG00000155363	Q5JR04
ENSG00000206290	Q4VXY6
ENSG00000206531	A0A087WT28
ENSG00000175471	D6R8Z9
ENSG00000125651	
ENSG00000131435	A0A0S2Z4N4
ENSG00000125457	J3KSU6
ENSG00000077463	
ENSG00000225830	A0A096LNQ7
ENSG00000197020	
ENSG00000206290	A0A0G2JI07
ENSG00000278318	A0A087WVZ7
ENSG00000131435	C9J542
ENSG00000125651	M0QXD6
ENSG00000125457	J3QLD1
ENSG00000008128	E9PFJ2
ENSG00000197020	A0A0A0MTN5
ENSG00000182150	F2Z2R4
ENSG00000197020	M0R0Q1
ENSG00000274504	
ENSG00000278318	A0A087X068
ENSG00000197020	M0R071
ENSG00000206290	
ENSG00000175471	D6RC97
ENSG00000206290	A0A0G2JHD9
ENSG00000008128	Q5QPQ9
ENSG00000125457	A0A0S2Z5K9
ENSG00000270647	A0A075B7F4
ENSG00000130287	A0A024R7M3
ENSG00000270647	A0A075B7C1
ENSG00000168883	C9JIU2
ENSG00000197020	A0A075B7G6
ENSG00000182150	S4R327
ENSG00000077463	
ENSG00000278318	
ENSG00000143977	
ENSG00000182150	X6RE28
ENSG00000130287	K7EKF8
ENSG00000214285	
ENSG00000168883	C9J0X5
ENSG00000278318	K7EIU9
ENSG00000182150	H0Y3T7
ENSG00000089876	X6R717
ENSG00000206290	A0A0G2JL35
ENSG00000125651	M0R0R9
ENSG00000153187	A0A087WZF3
ENSG00000206290	H0YIS1
ENSG00000153187	A0A087WVI9
ENSG00000231048	
ENSG00000178031	A0A1B0GUM2
ENSG00000077463	M0R0B2
ENSG00000143977	Q49AN9
ENSG00000101367	
ENSG00000125651	M0R0Z3
ENSG00000177576	
ENSG00000162711	
ENSG00000132781	E9PIW5
ENSG00000006638	
ENSG00000143977	Q49AN9
ENSG00000095739	
ENSG00000182150	H7BXQ9
ENSG00000155363	
ENSG00000132781	
ENSG00000100883	
ENSG00000006638	K7ER80
ENSG00000167995	
ENSG00000187569	
ENSG00000100883	G3V346
ENSG00000143977	Q49AN9
ENSG00000100883	G3V480
ENSG00000143977	F5H013
ENSG00000177576	
ENSG00000006638	
ENSG00000177576	
ENSG00000143977	C9JVQ0
ENSG00000156076	
ENSG00000150753	V9HW37
ENSG00000167995	E9PMB5
ENSG00000278899	F1T0L1
ENSG00000077463	M0R1N9
ENSG00000138029	
ENSG00000156076	H0YFK7
ENSG00000150753	E9PCA1
ENSG00000167257	E9PRE9
ENSG00000143344	
ENSG00000127445	K7EMU7
ENSG00000156076	F5H8A3
ENSG00000196396	A8K3M3
ENSG00000138029	B5MD38
ENSG00000185758	D6RBY1
ENSG00000258227	A4D1U7
ENSG00000150753	E7ENZ3
ENSG00000090581	
ENSG00000143344	
ENSG00000158428	
ENSG00000150753	H0Y958
ENSG00000127445	
ENSG00000258227	F8WCL0
ENSG00000138029	C9JE81
ENSG00000279588	B9EIR1
ENSG00000100883	G3V4F7
ENSG00000196396	B4DSN5
ENSG00000138029	C9K0M0
ENSG00000169330	
ENSG00000278881	
ENSG00000169330	H0YNN7
ENSG00000090581	E9PQQ5
ENSG00000162711	
ENSG00000258227	Q14DL9
ENSG00000100883	G3V3L9
ENSG00000162711	
ENSG00000167995	A0A0C4DGE9
ENSG00000090581	E9PQQ5
ENSG00000077463	M0QZ09
ENSG00000149269	A0A024R5P0
ENSG00000169807	
ENSG00000258227	C9JCE4
ENSG00000162711	
ENSG00000169807	
ENSG00000172188	A0A126GVN6
ENSG00000258227	C9JPR7
ENSG00000204919	
ENSG00000149269	B3KNX7
ENSG00000273875	
ENSG00000173821	A0A0A0MTC1
ENSG00000089876	
ENSG00000127928	C9JGI9
ENSG00000127445	
ENSG00000149269	
ENSG00000173821	A0A0A0MTR7
ENSG00000089876	X6RHK1
ENSG00000127445	K7EP26
ENSG00000123179	A0A0A0MRV2
ENSG00000157456	
ENSG00000077463	M0R1F6
ENSG00000127928	
ENSG00000123179	
ENSG00000157322	
ENSG00000074800	A0A024R4F1
ENSG00000173821	
ENSG00000157456	H0YMP3
ENSG00000149269	E9PM17
ENSG00000127928	
ENSG00000167995	
ENSG00000138029	F5GZQ3
ENSG00000100883	
ENSG00000157322	
ENSG00000127928	C9JGI9
ENSG00000127445	K7EN45
ENSG00000100883	
ENSG00000132781	E5KP26
ENSG00000162711	
ENSG00000138029	
ENSG00000167995	B7Z1N8
ENSG00000090581	A0A087WWA2
ENSG00000127928	C9JGI9
ENSG00000132781	E9PI11
ENSG00000101336	H0Y3C5
ENSG00000100883	A0A0D9SFN7
ENSG00000132781	
ENSG00000143194	A0A140VJP0
ENSG00000231048	A0A024RCT6
ENSG00000123179	
ENSG00000090581	H0YEA7
ENSG00000149269	H0YCM0
ENSG00000143194	X6RGB1
ENSG00000123179	
ENSG00000123179	
ENSG00000132781	E5KP27
ENSG00000239836	A2ACR1
ENSG00000157456	H1UBN3
ENSG00000260458	
ENSG00000239836	A2ACR0
ENSG00000005243	J3QL73
ENSG00000212657	
ENSG00000157322	
ENSG00000160551	J3QS76
ENSG00000164626	A0A024RD32
ENSG00000162711	
ENSG00000231048	
ENSG00000119048	
ENSG00000005243	J3QLS7
ENSG00000157322	H3BNR9
ENSG00000150753	D6RIZ7
ENSG00000119048	D6RDW8
ENSG00000149269	H0YCG5
ENSG00000275003	Q53Y51
ENSG00000157322	
ENSG00000149269	H0YF55
ENSG00000121653	
ENSG00000119048	H0YA80
ENSG00000187678	A0A0C4DFS6
ENSG00000132781	E9PNY0
ENSG00000132781	E9PLT4
ENSG00000119048	H0Y9V2
ENSG00000157322	F8W692
ENSG00000239836	
ENSG00000132781	H0YEI2
ENSG00000275003	Q53Y51
ENSG00000187678	
ENSG00000239836	A0A0G2JHI2
ENSG00000121653	E9PBB9
ENSG00000187678	D6RB56
ENSG00000132781	H0YCY5
ENSG00000275003	H7C342
ENSG00000206452	A0A0G2JH50
ENSG00000205571	
ENSG00000206452	A2BF26
ENSG00000275003	J3KQ18
ENSG00000231048	Q5STB1
ENSG00000205571	B4DP61
ENSG00000132781	H0YER6
ENSG00000275003	
ENSG00000206452	A0A0G2JIF0
ENSG00000250741	
ENSG00000206452	A0A0G2JKJ1
ENSG00000205571	
ENSG00000275003	B5MC82
ENSG00000141255	A0A140VJV9
ENSG00000231048	
ENSG00000205571	E7EQZ4
ENSG00000123636	
ENSG00000129636	
ENSG00000235118	A0A1B0GTK4
ENSG00000205571	
ENSG00000141255	A0A140VJV9
ENSG00000168010	F5GWM4
ENSG00000235118	A0A1B0GTK4
ENSG00000149269	E9PKH9
ENSG00000196998	A6NM71
ENSG00000132781	E9PM53
ENSG00000149269	E9PQW5
ENSG00000141255	
ENSG00000132781	Q5T418
ENSG00000141255	A0A140VJV9
ENSG00000149269	E9PMP2
ENSG00000250741	C9J2C7
ENSG00000149269	E9PRP6
ENSG00000141255	A0A140VJV9
ENSG00000225830	
ENSG00000231048	
ENSG00000149269	E9PJF8
ENSG00000132781	E9PMH1
ENSG00000231048	Q5STB1
ENSG00000132781	E9PI11
ENSG00000231048	Q5HYT5
ENSG00000127838	
ENSG00000231048	Q5STB1
ENSG00000132781	Q5T413
ENSG00000231048	Q5STB1
ENSG00000123636	
ENSG00000141255	F5GWB9
ENSG00000005243	J3KRJ9
ENSG00000231048	A0A024RCT6
ENSG00000132781	E9PP30
ENSG00000231048	
ENSG00000143756	A0A024R3Q6
ENSG00000231048	
ENSG00000109321	
ENSG00000141255	
ENSG00000160014	Q96HY3
ENSG00000205571	H0YBZ9
ENSG00000231048	A0A0G2JIN5
ENSG00000109321	D6RFX5
ENSG00000231048	
ENSG00000143756	
ENSG00000132781	E9PKM9
ENSG00000101336	
ENSG00000231048	A0A024RCL9
ENSG00000150753	H0Y914
ENSG00000129636	F5GXC5
ENSG00000169397	
ENSG00000143756	B4E0H5
ENSG00000141255	I3L2B9
ENSG00000123636	H7C1I6
ENSG00000231048	
